Category,comment/name,DOI,units,temperature,cation1,cation1_conc,cation2,cation2_conc,cation3,cation3_conc,cation4,cation4_conc,cation5,cation5_conc,cation6,cation6_conc,cation7,cation7_conc,cation8,cation8_conc,anion1,anion1_conc,anion2,anion2_conc,anion3,anion3_conc,anion4,anion4_conc,anion5,anion5_conc,anion6,anion6_conc,anion7,anion7_conc,anion8,anion8_conc,solvent1,solvent1_ratio,solvent2,solvent2_ratio,solvent3,solvent3_ratio,solvent4,solvent4_ratio,solvent5,solvent5_ratio,solvent6,solvent6_ratio,solvent7,solvent7_ratio,solvent8,solvent8_ratio,category
,aprotic-300-maxT-lowconc,,volume,311.9483333333333,Fe+3,0.0113028177699249,Cr+3,0.0113028177699249,,,,,,,,,,,,,Cl-,0.0678169066195496,,,,,,,,,,,,,,,C6H5F,1.0,CH2Cl2,2.0,C3H6O,3.0,,,,,,,,,,,random
,aprotic-300-minT-highconc,,volume,195.23,Fe+3,0.0240226068637763,Cr+3,0.0240226068637763,,,,,,,,,,,,,Cl-,0.1441356411826579,,,,,,,,,,,,,,,C6H5F,1.0,CH2Cl2,2.0,C3H6O,3.0,,,,,,,,,,,random
,aprotic-300-maxT-highconc,,volume,311.9483333333333,Fe+3,0.0240226068637763,Cr+3,0.0240226068637763,,,,,,,,,,,,,Cl-,0.1441356411826579,,,,,,,,,,,,,,,C6H5F,1.0,CH2Cl2,2.0,C3H6O,3.0,,,,,,,,,,,random
,IL-301-minT-lowconc,,volume,300.0,Mn+2,0.0150704236932332,Ba+2,0.0150704236932332,,,,,,,,,,,,,F2O2P-,0.0301408473864664,BH4-,0.0150704236932332,F2NO4S2-,0.0150704236932332,,,,,,,,,,,C9H20N+piper,1.0,CHO3-,1.0,,,,,,,,,,,,,random
,IL-301-maxT-lowconc,,volume,400.0,Mn+2,0.0150704236932332,Ba+2,0.0150704236932332,,,,,,,,,,,,,F2O2P-,0.0301408473864664,BH4-,0.0150704236932332,F2NO4S2-,0.0150704236932332,,,,,,,,,,,C9H20N+piper,1.0,CHO3-,1.0,,,,,,,,,,,,,random
,IL-301-minT-highconc,,volume,300.0,Mn+2,0.0320301424850351,Ba+2,0.0320301424850351,,,,,,,,,,,,,F2O2P-,0.0640602849700702,BH4-,0.0320301424850351,F2NO4S2-,0.0320301424850351,,,,,,,,,,,C9H20N+piper,1.0,CHO3-,1.0,,,,,,,,,,,,,random
,IL-301-maxT-highconc,,volume,400.0,Mn+2,0.0320301424850351,Ba+2,0.0320301424850351,,,,,,,,,,,,,F2O2P-,0.0640602849700702,BH4-,0.0320301424850351,F2NO4S2-,0.0320301424850351,,,,,,,,,,,C9H20N+piper,1.0,CHO3-,1.0,,,,,,,,,,,,,random
,IL-302-minT-lowconc,,volume,300.0,Cu+,0.0100469491288221,Hf+4,0.0100469491288221,Al+3,0.0100469491288221,,,,,,,,,,,C2H3O2-,0.0502347456441108,O4P-3,0.0100469491288221,,,,,,,,,,,,,C9H20N+piper,1.0,C12H14N2+2,1.0,C6H11N2+,1.0,Br-,4.0,,,,,,,,,random
,IL-302-maxT-lowconc,,volume,400.0,Cu+,0.0100469491288221,Hf+4,0.0100469491288221,Al+3,0.0100469491288221,,,,,,,,,,,C2H3O2-,0.0502347456441108,O4P-3,0.0100469491288221,,,,,,,,,,,,,C9H20N+piper,1.0,C12H14N2+2,1.0,C6H11N2+,1.0,Br-,4.0,,,,,,,,,random
,IL-302-minT-highconc,,volume,300.0,Cu+,0.0213534283233567,Hf+4,0.0213534283233567,Al+3,0.0213534283233567,,,,,,,,,,,C2H3O2-,0.1067671416167836,O4P-3,0.0213534283233567,,,,,,,,,,,,,C9H20N+piper,1.0,C12H14N2+2,1.0,C6H11N2+,1.0,Br-,4.0,,,,,,,,,random
,IL-302-maxT-highconc,,volume,400.0,Cu+,0.0213534283233567,Hf+4,0.0213534283233567,Al+3,0.0213534283233567,,,,,,,,,,,C2H3O2-,0.1067671416167836,O4P-3,0.0213534283233567,,,,,,,,,,,,,C9H20N+piper,1.0,C12H14N2+2,1.0,C6H11N2+,1.0,Br-,4.0,,,,,,,,,random
,aprotic-303-minT-lowconc,,volume,237.86,O2V+,0.0129175060227713,Cs+,0.0129175060227713,OV+2,0.0129175060227713,,,,,,,,,,,F2O2P-,0.0516700240910854,,,,,,,,,,,,,,,C2H4Br2,3.0,C5H5N,3.0,C4H8O,3.0,,,,,,,,,,,random
,aprotic-303-maxT-lowconc,,volume,358.84666666666664,O2V+,0.0129175060227713,Cs+,0.0129175060227713,OV+2,0.0129175060227713,,,,,,,,,,,F2O2P-,0.0516700240910854,,,,,,,,,,,,,,,C2H4Br2,3.0,C5H5N,3.0,C4H8O,3.0,,,,,,,,,,,random
,aprotic-303-minT-highconc,,volume,237.86,O2V+,0.0274544078443158,Cs+,0.0274544078443158,OV+2,0.0274544078443158,,,,,,,,,,,F2O2P-,0.1098176313772632,,,,,,,,,,,,,,,C2H4Br2,3.0,C5H5N,3.0,C4H8O,3.0,,,,,,,,,,,random
,aprotic-303-maxT-highconc,,volume,358.84666666666664,O2V+,0.0274544078443158,Cs+,0.0274544078443158,OV+2,0.0274544078443158,,,,,,,,,,,F2O2P-,0.1098176313772632,,,,,,,,,,,,,,,C2H4Br2,3.0,C5H5N,3.0,C4H8O,3.0,,,,,,,,,,,random
,protic-304-minT-lowconc,,volume,217.4025,Fe+2,0.0258350120455427,Ba+2,0.0129175060227713,,,,,,,,,,,,,Br-,0.0258350120455427,C9H18NO-,0.0129175060227713,O4P-3,0.0129175060227713,,,,,,,,,,,CH3OH,3.0,C4H11NO,2.0,C2H6O2,1.0,,,,,,,,,,,random
,protic-304-maxT-lowconc,,volume,358.6883333333333,Fe+2,0.0258350120455427,Ba+2,0.0129175060227713,,,,,,,,,,,,,Br-,0.0258350120455427,C9H18NO-,0.0129175060227713,O4P-3,0.0129175060227713,,,,,,,,,,,CH3OH,3.0,C4H11NO,2.0,C2H6O2,1.0,,,,,,,,,,,random
,protic-304-minT-highconc,,volume,217.4025,Fe+2,0.0549088156886316,Ba+2,0.0274544078443158,,,,,,,,,,,,,Br-,0.0549088156886316,C9H18NO-,0.0274544078443158,O4P-3,0.0274544078443158,,,,,,,,,,,CH3OH,3.0,C4H11NO,2.0,C2H6O2,1.0,,,,,,,,,,,random
,protic-304-maxT-highconc,,volume,358.6883333333333,Fe+2,0.0549088156886316,Ba+2,0.0274544078443158,,,,,,,,,,,,,Br-,0.0549088156886316,C9H18NO-,0.0274544078443158,O4P-3,0.0274544078443158,,,,,,,,,,,CH3OH,3.0,C4H11NO,2.0,C2H6O2,1.0,,,,,,,,,,,random
,protic-305-minT-lowconc,,volume,330.75,Ni+2,0.0150704236932332,V+2,0.0150704236932332,,,,,,,,,,,,,BH4-,0.0452112710796997,Cl-,0.0150704236932332,,,,,,,,,,,,,C9H19NO,2.0,C4H11NO,1.0,CH4N2O,1.0,,,,,,,,,,,random
,protic-305-maxT-lowconc,,volume,428.925,Ni+2,0.0150704236932332,V+2,0.0150704236932332,,,,,,,,,,,,,BH4-,0.0452112710796997,Cl-,0.0150704236932332,,,,,,,,,,,,,C9H19NO,2.0,C4H11NO,1.0,CH4N2O,1.0,,,,,,,,,,,random
,protic-305-minT-highconc,,volume,330.75,Ni+2,0.0320301424850351,V+2,0.0320301424850351,,,,,,,,,,,,,BH4-,0.0960904274551053,Cl-,0.0320301424850351,,,,,,,,,,,,,C9H19NO,2.0,C4H11NO,1.0,CH4N2O,1.0,,,,,,,,,,,random
,protic-305-maxT-highconc,,volume,428.925,Ni+2,0.0320301424850351,V+2,0.0320301424850351,,,,,,,,,,,,,BH4-,0.0960904274551053,Cl-,0.0320301424850351,,,,,,,,,,,,,C9H19NO,2.0,C4H11NO,1.0,CH4N2O,1.0,,,,,,,,,,,random
,aprotic-306-minT-lowconc,,volume,249.9,Mg+2,0.0301408473864664,,,,,,,,,,,,,,,C2H3O2-,0.0602816947729329,,,,,,,,,,,,,,,C2H4Cl2-ethane,3.0,,,,,,,,,,,,,,,random
,aprotic-306-maxT-lowconc,,volume,338.2,Mg+2,0.0301408473864664,,,,,,,,,,,,,,,C2H3O2-,0.0602816947729329,,,,,,,,,,,,,,,C2H4Cl2-ethane,3.0,,,,,,,,,,,,,,,random
,aprotic-306-minT-highconc,,volume,249.9,Mg+2,0.0640602849700702,,,,,,,,,,,,,,,C2H3O2-,0.1281205699401404,,,,,,,,,,,,,,,C2H4Cl2-ethane,3.0,,,,,,,,,,,,,,,random
,aprotic-306-maxT-highconc,,volume,338.2,Mg+2,0.0640602849700702,,,,,,,,,,,,,,,C2H3O2-,0.1281205699401404,,,,,,,,,,,,,,,C2H4Cl2-ethane,3.0,,,,,,,,,,,,,,,random
,aprotic-307-minT-lowconc,,volume,184.17,H4N+,0.0056514088849624,Ba+2,0.0282570444248123,,,,,,,,,,,,,OH-,0.0282570444248123,C4H6F3O2-,0.0226056355398498,C2H4O2-2,0.0056514088849624,,,,,,,,,,,CH3OH,2.0,,,,,,,,,,,,,,,random
,aprotic-307-maxT-lowconc,,volume,320.815,H4N+,0.0056514088849624,Ba+2,0.0282570444248123,,,,,,,,,,,,,OH-,0.0282570444248123,C4H6F3O2-,0.0226056355398498,C2H4O2-2,0.0056514088849624,,,,,,,,,,,CH3OH,2.0,,,,,,,,,,,,,,,random
,aprotic-307-minT-highconc,,volume,184.17,H4N+,0.0120113034318881,Ba+2,0.0600565171594408,,,,,,,,,,,,,OH-,0.0600565171594408,C4H6F3O2-,0.0480452137275526,C2H4O2-2,0.0120113034318881,,,,,,,,,,,CH3OH,2.0,,,,,,,,,,,,,,,random
,aprotic-307-maxT-highconc,,volume,320.815,H4N+,0.0120113034318881,Ba+2,0.0600565171594408,,,,,,,,,,,,,OH-,0.0600565171594408,C4H6F3O2-,0.0480452137275526,C2H4O2-2,0.0120113034318881,,,,,,,,,,,CH3OH,2.0,,,,,,,,,,,,,,,random
,IL-308-minT-lowconc,,volume,300.0,Hf+4,0.0129175060227713,K+,0.0129175060227713,,,,,,,,,,,,,CF3O3S-,0.0516700240910854,F6P-,0.0129175060227713,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C2F6NO4S2-,1.0,,,,,,,,,,,random
,IL-308-maxT-lowconc,,volume,400.0,Hf+4,0.0129175060227713,K+,0.0129175060227713,,,,,,,,,,,,,CF3O3S-,0.0516700240910854,F6P-,0.0129175060227713,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C2F6NO4S2-,1.0,,,,,,,,,,,random
,IL-308-minT-highconc,,volume,300.0,Hf+4,0.0274544078443158,K+,0.0274544078443158,,,,,,,,,,,,,CF3O3S-,0.1098176313772632,F6P-,0.0274544078443158,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C2F6NO4S2-,1.0,,,,,,,,,,,random
,IL-308-maxT-highconc,,volume,400.0,Hf+4,0.0274544078443158,K+,0.0274544078443158,,,,,,,,,,,,,CF3O3S-,0.1098176313772632,F6P-,0.0274544078443158,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C2F6NO4S2-,1.0,,,,,,,,,,,random
,protic-309-minT-lowconc,,volume,281.841,Li+,0.0180845084318799,Ba+2,0.0180845084318799,,,,,,,,,,,,,NO3-,0.0361690168637598,CF3O3S-,0.0180845084318799,,,,,,,,,,,,,C4H11NO,2.0,C2H6O2,1.0,C9H19NO,2.0,,,,,,,,,,,random
,protic-309-maxT-lowconc,,volume,420.717,Li+,0.0180845084318799,Ba+2,0.0180845084318799,,,,,,,,,,,,,NO3-,0.0361690168637598,CF3O3S-,0.0180845084318799,,,,,,,,,,,,,C4H11NO,2.0,C2H6O2,1.0,C9H19NO,2.0,,,,,,,,,,,random
,protic-309-minT-highconc,,volume,281.841,Li+,0.0384361709820421,Ba+2,0.0384361709820421,,,,,,,,,,,,,NO3-,0.0768723419640842,CF3O3S-,0.0384361709820421,,,,,,,,,,,,,C4H11NO,2.0,C2H6O2,1.0,C9H19NO,2.0,,,,,,,,,,,random
,protic-309-maxT-highconc,,volume,420.717,Li+,0.0384361709820421,Ba+2,0.0384361709820421,,,,,,,,,,,,,NO3-,0.0768723419640842,CF3O3S-,0.0384361709820421,,,,,,,,,,,,,C4H11NO,2.0,C2H6O2,1.0,C9H19NO,2.0,,,,,,,,,,,random
,protic-310-minT-lowconc,,volume,238.35,Zr+4,0.0180845084318799,,,,,,,,,,,,,,,C9H18NO-,0.0723380337275196,,,,,,,,,,,,,,,C9H19NO,1.0,C3H8O,2.0,,,,,,,,,,,,,random
,protic-310-maxT-lowconc,,volume,377.53,Zr+4,0.0180845084318799,,,,,,,,,,,,,,,C9H18NO-,0.0723380337275196,,,,,,,,,,,,,,,C9H19NO,1.0,C3H8O,2.0,,,,,,,,,,,,,random
,protic-310-minT-highconc,,volume,238.35,Zr+4,0.0384361709820421,,,,,,,,,,,,,,,C9H18NO-,0.1537446839281685,,,,,,,,,,,,,,,C9H19NO,1.0,C3H8O,2.0,,,,,,,,,,,,,random
,protic-310-maxT-highconc,,volume,377.53,Zr+4,0.0384361709820421,,,,,,,,,,,,,,,C9H18NO-,0.1537446839281685,,,,,,,,,,,,,,,C9H19NO,1.0,C3H8O,2.0,,,,,,,,,,,,,random
,aprotic-311-minT-lowconc,,volume,292.635,Hg+2,0.0100469491288221,Cr+3,0.0100469491288221,Cu+,0.0100469491288221,,,,,,,,,,,AsF6-,0.0502347456441108,CH3O-,0.0100469491288221,,,,,,,,,,,,,C6H5NO2,3.0,,,,,,,,,,,,,,,random
,aprotic-311-maxT-lowconc,,volume,459.705,Hg+2,0.0100469491288221,Cr+3,0.0100469491288221,Cu+,0.0100469491288221,,,,,,,,,,,AsF6-,0.0502347456441108,CH3O-,0.0100469491288221,,,,,,,,,,,,,C6H5NO2,3.0,,,,,,,,,,,,,,,random
,aprotic-311-minT-highconc,,volume,292.635,Hg+2,0.0213534283233567,Cr+3,0.0213534283233567,Cu+,0.0213534283233567,,,,,,,,,,,AsF6-,0.1067671416167836,CH3O-,0.0213534283233567,,,,,,,,,,,,,C6H5NO2,3.0,,,,,,,,,,,,,,,random
,aprotic-311-maxT-highconc,,volume,459.705,Hg+2,0.0213534283233567,Cr+3,0.0213534283233567,Cu+,0.0213534283233567,,,,,,,,,,,AsF6-,0.1067671416167836,CH3O-,0.0213534283233567,,,,,,,,,,,,,C6H5NO2,3.0,,,,,,,,,,,,,,,random
,aprotic-312-minT-lowconc,,volume,184.17,Pd+2,0.0113028177699249,Zr+4,0.0113028177699249,,,,,,,,,,,,,C9H18NO-,0.0565140888496246,F-,0.0113028177699249,,,,,,,,,,,,,CH3OH,3.0,,,,,,,,,,,,,,,random
,aprotic-312-maxT-lowconc,,volume,320.815,Pd+2,0.0113028177699249,Zr+4,0.0113028177699249,,,,,,,,,,,,,C9H18NO-,0.0565140888496246,F-,0.0113028177699249,,,,,,,,,,,,,CH3OH,3.0,,,,,,,,,,,,,,,random
,aprotic-312-minT-highconc,,volume,184.17,Pd+2,0.0240226068637763,Zr+4,0.0240226068637763,,,,,,,,,,,,,C9H18NO-,0.1201130343188816,F-,0.0240226068637763,,,,,,,,,,,,,CH3OH,3.0,,,,,,,,,,,,,,,random
,aprotic-312-maxT-highconc,,volume,320.815,Pd+2,0.0240226068637763,Zr+4,0.0240226068637763,,,,,,,,,,,,,C9H18NO-,0.1201130343188816,F-,0.0240226068637763,,,,,,,,,,,,,CH3OH,3.0,,,,,,,,,,,,,,,random
,protic-313-minT-lowconc,,volume,210.084,H4N+,0.0452112710796997,,,,,,,,,,,,,,,NO3-,0.0226056355398498,F6P-,0.0226056355398498,,,,,,,,,,,,,CH3OH,1.0,C3H8O,3.0,H2O,1.0,,,,,,,,,,,random
,protic-313-maxT-lowconc,,volume,337.725,H4N+,0.0452112710796997,,,,,,,,,,,,,,,NO3-,0.0226056355398498,F6P-,0.0226056355398498,,,,,,,,,,,,,CH3OH,1.0,C3H8O,3.0,H2O,1.0,,,,,,,,,,,random
,protic-313-minT-highconc,,volume,210.084,H4N+,0.0960904274551053,,,,,,,,,,,,,,,NO3-,0.0480452137275526,F6P-,0.0480452137275526,,,,,,,,,,,,,CH3OH,1.0,C3H8O,3.0,H2O,1.0,,,,,,,,,,,random
,protic-313-maxT-highconc,,volume,337.725,H4N+,0.0960904274551053,,,,,,,,,,,,,,,NO3-,0.0480452137275526,F6P-,0.0480452137275526,,,,,,,,,,,,,CH3OH,1.0,C3H8O,3.0,H2O,1.0,,,,,,,,,,,random
,protic-314-minT-lowconc,,volume,239.925,H3O+,0.0452112710796997,,,,,,,,,,,,,,,AsF6-,0.0452112710796997,,,,,,,,,,,,,,,H2O,1.0,C3H8O,1.0,,,,,,,,,,,,,random
,protic-314-maxT-lowconc,,volume,346.085,H3O+,0.0452112710796997,,,,,,,,,,,,,,,AsF6-,0.0452112710796997,,,,,,,,,,,,,,,H2O,1.0,C3H8O,1.0,,,,,,,,,,,,,random
,protic-314-minT-highconc,,volume,239.925,H3O+,0.0960904274551053,,,,,,,,,,,,,,,AsF6-,0.0960904274551053,,,,,,,,,,,,,,,H2O,1.0,C3H8O,1.0,,,,,,,,,,,,,random
,protic-314-maxT-highconc,,volume,346.085,H3O+,0.0960904274551053,,,,,,,,,,,,,,,AsF6-,0.0960904274551053,,,,,,,,,,,,,,,H2O,1.0,C3H8O,1.0,,,,,,,,,,,,,random
,protic-315-minT-lowconc,,volume,214.83,Cs+,0.0226056355398498,Fe+2,0.0226056355398498,,,,,,,,,,,,,C2H5O-,0.0226056355398498,C6H2O4-2,0.0226056355398498,,,,,,,,,,,,,C2H6O,3.0,H2O,2.0,,,,,,,,,,,,,random
,protic-315-maxT-lowconc,,volume,341.81,Cs+,0.0226056355398498,Fe+2,0.0226056355398498,,,,,,,,,,,,,C2H5O-,0.0226056355398498,C6H2O4-2,0.0226056355398498,,,,,,,,,,,,,C2H6O,3.0,H2O,2.0,,,,,,,,,,,,,random
,protic-315-minT-highconc,,volume,214.83,Cs+,0.0480452137275526,Fe+2,0.0480452137275526,,,,,,,,,,,,,C2H5O-,0.0480452137275526,C6H2O4-2,0.0480452137275526,,,,,,,,,,,,,C2H6O,3.0,H2O,2.0,,,,,,,,,,,,,random
,protic-315-maxT-highconc,,volume,341.81,Cs+,0.0480452137275526,Fe+2,0.0480452137275526,,,,,,,,,,,,,C2H5O-,0.0480452137275526,C6H2O4-2,0.0480452137275526,,,,,,,,,,,,,C2H6O,3.0,H2O,2.0,,,,,,,,,,,,,random
,aprotic-316-minT-lowconc,,volume,297.36,Cr+3,0.0113028177699249,Al+3,0.0113028177699249,,,,,,,,,,,,,NO3-,0.0678169066195496,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-316-maxT-lowconc,,volume,385.7,Cr+3,0.0113028177699249,Al+3,0.0113028177699249,,,,,,,,,,,,,NO3-,0.0678169066195496,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-316-minT-highconc,,volume,297.36,Cr+3,0.0240226068637763,Al+3,0.0240226068637763,,,,,,,,,,,,,NO3-,0.1441356411826579,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-316-maxT-highconc,,volume,385.7,Cr+3,0.0240226068637763,Al+3,0.0240226068637763,,,,,,,,,,,,,NO3-,0.1441356411826579,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-317-minT-lowconc,,volume,389.025,H4N+,0.0452112710796997,,,,,,,,,,,,,,,C4BO8-,0.0452112710796997,,,,,,,,,,,,,,,C2H4O4S,1.0,,,,,,,,,,,,,,,random
,aprotic-317-maxT-lowconc,,volume,458.85,H4N+,0.0452112710796997,,,,,,,,,,,,,,,C4BO8-,0.0452112710796997,,,,,,,,,,,,,,,C2H4O4S,1.0,,,,,,,,,,,,,,,random
,aprotic-317-minT-highconc,,volume,389.025,H4N+,0.0960904274551053,,,,,,,,,,,,,,,C4BO8-,0.0960904274551053,,,,,,,,,,,,,,,C2H4O4S,1.0,,,,,,,,,,,,,,,random
,aprotic-317-maxT-highconc,,volume,458.85,H4N+,0.0960904274551053,,,,,,,,,,,,,,,C4BO8-,0.0960904274551053,,,,,,,,,,,,,,,C2H4O4S,1.0,,,,,,,,,,,,,,,random
,MS-318-minT,,number,1000.0,Fe+2,1.0,Pt+2,1.0,,,,,,,,,,,,,NO3-,2.0,F-,1.0,Cl-,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,MS-318-maxT,,number,1300.0,Fe+2,1.0,Pt+2,1.0,,,,,,,,,,,,,NO3-,2.0,F-,1.0,Cl-,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,aprotic-319-minT-lowconc,,volume,186.9,Rb+,0.0452112710796997,,,,,,,,,,,,,,,CHO3-,0.0226056355398498,C9H18NO-,0.0226056355398498,,,,,,,,,,,,,C3H6O,3.0,,,,,,,,,,,,,,,random
,aprotic-319-maxT-lowconc,,volume,312.55,Rb+,0.0452112710796997,,,,,,,,,,,,,,,CHO3-,0.0226056355398498,C9H18NO-,0.0226056355398498,,,,,,,,,,,,,C3H6O,3.0,,,,,,,,,,,,,,,random
,aprotic-319-minT-highconc,,volume,186.9,Rb+,0.0960904274551053,,,,,,,,,,,,,,,CHO3-,0.0480452137275526,C9H18NO-,0.0480452137275526,,,,,,,,,,,,,C3H6O,3.0,,,,,,,,,,,,,,,random
,aprotic-319-maxT-highconc,,volume,312.55,Rb+,0.0960904274551053,,,,,,,,,,,,,,,CHO3-,0.0480452137275526,C9H18NO-,0.0480452137275526,,,,,,,,,,,,,C3H6O,3.0,,,,,,,,,,,,,,,random
,aprotic-320-minT-lowconc,,volume,307.65000000000003,Cr+3,0.0082202311053999,Zr+4,0.0082202311053999,V+2,0.0082202311053999,,,,,,,,,,,OH-,0.0411011555269997,CH3O-,0.0164404622107999,O4S-2,0.0082202311053999,,,,,,,,,,,C3H7NO-dimethyl,3.0,,,,,,,,,,,,,,,random
,aprotic-320-maxT-lowconc,,volume,455.05,Cr+3,0.0082202311053999,Zr+4,0.0082202311053999,V+2,0.0082202311053999,,,,,,,,,,,OH-,0.0411011555269997,CH3O-,0.0164404622107999,O4S-2,0.0082202311053999,,,,,,,,,,,C3H7NO-dimethyl,3.0,,,,,,,,,,,,,,,random
,aprotic-320-minT-highconc,,volume,307.65000000000003,Cr+3,0.0174709868100191,Zr+4,0.0174709868100191,V+2,0.0174709868100191,,,,,,,,,,,OH-,0.0873549340500957,CH3O-,0.0349419736200382,O4S-2,0.0174709868100191,,,,,,,,,,,C3H7NO-dimethyl,3.0,,,,,,,,,,,,,,,random
,aprotic-320-maxT-highconc,,volume,455.05,Cr+3,0.0174709868100191,Zr+4,0.0174709868100191,V+2,0.0174709868100191,,,,,,,,,,,OH-,0.0873549340500957,CH3O-,0.0349419736200382,O4S-2,0.0174709868100191,,,,,,,,,,,C3H7NO-dimethyl,3.0,,,,,,,,,,,,,,,random
,aprotic-321-minT-lowconc,,volume,233.8875,Cs+,0.0602816947729329,,,,,,,,,,,,,,,O4S-2,0.0301408473864664,,,,,,,,,,,,,,,C3H7NO-methyl,3.0,C2H4O4S,1.0,C4H8O,2.0,,,,,,,,,,,random
,aprotic-321-maxT-lowconc,,volume,386.175,Cs+,0.0602816947729329,,,,,,,,,,,,,,,O4S-2,0.0301408473864664,,,,,,,,,,,,,,,C3H7NO-methyl,3.0,C2H4O4S,1.0,C4H8O,2.0,,,,,,,,,,,random
,aprotic-321-minT-highconc,,volume,233.8875,Cs+,0.1281205699401404,,,,,,,,,,,,,,,O4S-2,0.0640602849700702,,,,,,,,,,,,,,,C3H7NO-methyl,3.0,C2H4O4S,1.0,C4H8O,2.0,,,,,,,,,,,random
,aprotic-321-maxT-highconc,,volume,386.175,Cs+,0.1281205699401404,,,,,,,,,,,,,,,O4S-2,0.0640602849700702,,,,,,,,,,,,,,,C3H7NO-methyl,3.0,C2H4O4S,1.0,C4H8O,2.0,,,,,,,,,,,random
,protic-322-minT-lowconc,,volume,226.8,Ti+,0.0452112710796997,,,,,,,,,,,,,,,C2F6NO4S2-,0.0452112710796997,,,,,,,,,,,,,,,C4H11NO,3.0,C2H6O,1.0,,,,,,,,,,,,,random
,protic-322-maxT-lowconc,,volume,359.1,Ti+,0.0452112710796997,,,,,,,,,,,,,,,C2F6NO4S2-,0.0452112710796997,,,,,,,,,,,,,,,C4H11NO,3.0,C2H6O,1.0,,,,,,,,,,,,,random
,protic-322-minT-highconc,,volume,226.8,Ti+,0.0960904274551053,,,,,,,,,,,,,,,C2F6NO4S2-,0.0960904274551053,,,,,,,,,,,,,,,C4H11NO,3.0,C2H6O,1.0,,,,,,,,,,,,,random
,protic-322-maxT-highconc,,volume,359.1,Ti+,0.0960904274551053,,,,,,,,,,,,,,,C2F6NO4S2-,0.0960904274551053,,,,,,,,,,,,,,,C4H11NO,3.0,C2H6O,1.0,,,,,,,,,,,,,random
,MS-323-minT,,number,1000.0,O2V+,1.0,K+,1.0,Cr+2,1.0,,,,,,,,,,,O4S-2,1.0,I-,1.0,ClO4-,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,MS-323-maxT,,number,1300.0,O2V+,1.0,K+,1.0,Cr+2,1.0,,,,,,,,,,,O4S-2,1.0,I-,1.0,ClO4-,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,protic-324-minT-lowconc,,volume,259.39500000000004,Rb+,0.0516700240910854,,,,,,,,,,,,,,,F2NO4S2-,0.0129175060227713,C6H2O4-2,0.0129175060227713,F6P-,0.0129175060227713,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,1.0,C2H6O2,3.0,,,,,,,,,,,random
,protic-324-maxT-lowconc,,volume,437.1221428571428,Rb+,0.0516700240910854,,,,,,,,,,,,,,,F2NO4S2-,0.0129175060227713,C6H2O4-2,0.0129175060227713,F6P-,0.0129175060227713,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,1.0,C2H6O2,3.0,,,,,,,,,,,random
,protic-324-minT-highconc,,volume,259.39500000000004,Rb+,0.1098176313772632,,,,,,,,,,,,,,,F2NO4S2-,0.0274544078443158,C6H2O4-2,0.0274544078443158,F6P-,0.0274544078443158,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,1.0,C2H6O2,3.0,,,,,,,,,,,random
,protic-324-maxT-highconc,,volume,437.1221428571428,Rb+,0.1098176313772632,,,,,,,,,,,,,,,F2NO4S2-,0.0274544078443158,C6H2O4-2,0.0274544078443158,F6P-,0.0274544078443158,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,1.0,C2H6O2,3.0,,,,,,,,,,,random
,protic-325-minT-lowconc,,volume,222.6,H4N+,0.0565140888496246,,,,,,,,,,,,,,,O4S-2,0.0113028177699249,F-,0.0113028177699249,C6H2O4-2,0.0113028177699249,,,,,,,,,,,C6H15NO2,1.0,,,,,,,,,,,,,,,random
,protic-325-maxT-lowconc,,volume,420.85,H4N+,0.0565140888496246,,,,,,,,,,,,,,,O4S-2,0.0113028177699249,F-,0.0113028177699249,C6H2O4-2,0.0113028177699249,,,,,,,,,,,C6H15NO2,1.0,,,,,,,,,,,,,,,random
,protic-325-minT-highconc,,volume,222.6,H4N+,0.1201130343188816,,,,,,,,,,,,,,,O4S-2,0.0240226068637763,F-,0.0240226068637763,C6H2O4-2,0.0240226068637763,,,,,,,,,,,C6H15NO2,1.0,,,,,,,,,,,,,,,random
,protic-325-maxT-highconc,,volume,420.85,H4N+,0.1201130343188816,,,,,,,,,,,,,,,O4S-2,0.0240226068637763,F-,0.0240226068637763,C6H2O4-2,0.0240226068637763,,,,,,,,,,,C6H15NO2,1.0,,,,,,,,,,,,,,,random
